Creator_ID,Channel_Name,Handle,Platform,Category,Content_Type,Country,Followers,Avg_Views,Monthly_Views,Engagement_Rate,Nox_Score,Target_Age,Target_Gender,Estimated_CPM,Upload_Per_Month,Views_Trend_6M,Last_Upload_Date,Controversy_Flag,Ad_Content_Ratio,Risk_Score,Creator_Tier,Collab_Type_Pref,Created_At,Daily_Views,Thumbnail_URL,Channel_ID,Channel_URL
CR_YT_0935,THE 프리지아,@yt_ucabhoou,YouTube,여행,여행리뷰,Korea,761000,352126,7042520,1.51,4.0,25-44,Mixed,1288.0,8,상승,2026-03-27,없음,38,4.2,매크로,스폰서십,2026-06-13,303198,https://yt3.ggpht.com/3iViFnkSl2UsxVC-5BQt2v4gbdlFNz00AQ6W0t_WAx2WajZOdxLL5vXchShyKDFs5GhqFifxv_k=s240-c-k-c0x00ffffff-no-rj,UCAbhooUR9thtUYAkLxk9iBg,https://www.youtube.com/channel/UCAbhooUR9thtUYAkLxk9iBg
CR_YT_0936,하이슬기 Hi Seulgi,@yt_ucqiupdr,YouTube,라이프스타일,리뷰,Korea,761000,227095,3860615,2.82,3.4,18-34,Mixed,8977.0,4,하락,2026-02-22,없음,8,5.0,매크로,PPL,2026-06-13,98854,https://yt3.ggpht.com/poTgCuY82ljgBHaELP7VdyXphfLPf-URlFr6ewWmH1053zxiCz5U8zXes3zzcHS2yTPknumKww=s240-c-k-c0x00ffffff-no-rj,UCQIUpdrt5UOD2ykffc1wjBA,https://www.youtube.com/channel/UCQIUpdrt5UOD2ykffc1wjBA
CR_YT_0937,BRANDNEW MUSIC,@yt_ucakwpye,YouTube,엔터테인먼트,브이로그,Korea,761000,304054,4864864,6.42,3.5,18-34,Mixed,5008.0,2,상승,2026-01-30,없음,14,4.5,매크로,브랜디드콘텐츠,2026-06-13,129876,https://yt3.ggpht.com/ytc/AIdro_nno6M4RMdGn-EAGGBnfFKea7QfG-cIIw4FT-P_jDwWGzI=s240-c-k-c0x00ffffff-no-rj,UCAkWpyeieFjzS7GzSJMArhQ,https://www.youtube.com/channel/UCAkWpyeieFjzS7GzSJMArhQ
CR_YT_0938,Joe튜브,@yt_ucag-vlx,YouTube,라이프스타일,일상,Korea,760000,319855,2878695,5.33,2.4,18-34,Mixed,7369.0,1,하락,2026-01-15,없음,20,4.0,매크로,브랜디드콘텐츠,2026-06-13,67171,https://yt3.ggpht.com/yf1q-VSg4JEqygxes5xWBsnc7tBmfgSFTFxIxuFYPpxlPoyB4e8U2u-V8Zy3XeS0fODJ8Vhpcg=s240-c-k-c0x00ffffff-no-rj,UCag-vLxfCjAUNebW9gA0yRg,https://www.youtube.com/channel/UCag-vLxfCjAUNebW9gA0yRg
CR_YT_0939,Cartoon Network Korea,@yt_ucrvtsqo,YouTube,엔터테인먼트,예능,Korea,760000,187903,1691127,4.37,2.6,18-34,Mixed,9385.0,2,유지,2026-02-07,없음,39,3.7,매크로,PPL,2026-06-13,51294,https://yt3.ggpht.com/2I1x5T84p8EkJmYKi3RTsd5vQ4ZVcGNrUcVOK1tOdWSgPmKC_FtNPKEeaox6ovktvEAzG2Lf=s240-c-k-c0x00ffffff-no-rj,UCRvtSqoNIN8zdxCGgMkAZ0w,https://www.youtube.com/channel/UCRvtSqoNIN8zdxCGgMkAZ0w
CR_YT_0940,숀 더쉽 [Shaun the Sheep Korea],@yt_ucjxxfxc,YouTube,엔터테인먼트,브이로그,Korea,759000,528000,9504000,1.63,4.2,18-34,Mixed,10645.0,2,상승,2026-03-16,없음,15,4.5,매크로,PPL,2026-06-13,226562,https://yt3.ggpht.com/ytc/AIdro_lcd518YIf6Qdi_rQi83O-IlMs0BIZ_EcOyVf_TRG471Q=s240-c-k-c0x00ffffff-no-rj,UCjXXFXCMzAh6hv14PbCVQEA,https://www.youtube.com/channel/UCjXXFXCMzAh6hv14PbCVQEA
CR_YT_0941,하뉴,@yt_ucs4oafx,YouTube,라이프스타일,일상,Korea,759000,2267818,27213816,8.17,3.5,18-34,Mixed,10616.0,16,상승,2026-04-19,없음,22,5.0,매크로,브랜디드콘텐츠,2026-06-13,1058866,https://yt3.ggpht.com/ydy97vjvl872ZASJykW2gVK3mt2abQHPdjFcGEgpTqDCfhke4WnIKR68cDAkR7vfmsvnVpOzRw=s240-c-k-c0x00ffffff-no-rj,UCs4oAFxhxxVhtW-_ApKtkLQ,https://www.youtube.com/channel/UCs4oAFxhxxVhtW-_ApKtkLQ
CR_YT_0942,주아쌤_소리튠영어,@yt_ucokuzcl,YouTube,교육,강의,Korea,758000,102767,1027670,4.16,3.7,25-44,Mixed,9931.0,1,하락,2026-04-01,확인필요,24,2.5,매크로,제품리뷰,2026-06-13,24649,https://yt3.ggpht.com/Lz163yVTXEb1sbHFw71VB6PLfOj4-JPa-ZlpgIskBQM6cfzbQ6Ih4tYm1efYgI0zqBj6LFt-YFA=s240-c-k-c0x00ffffff-no-rj,UCokUZClKh1ZK0TjJgxVK5-g,https://www.youtube.com/channel/UCokUZClKh1ZK0TjJgxVK5-g
CR_YT_0943,홍시네마 𝘏𝘰𝘯𝘨𝘊𝘪𝘯𝘦𝘮𝘢,@yt_uctwxuug,YouTube,엔터테인먼트,리액션,Korea,758000,849858,8498580,6.28,2.8,18-34,Mixed,12985.0,2,상승,2026-05-12,없음,27,4.2,매크로,PPL,2026-06-13,291086,https://yt3.ggpht.com/cV49xlxO5u2-MwkKbjRsR_XLODHiZnKvhvSg7DyXAuQDz6z5CFDmQLflc3GK3h8-tWlp_p8t=s240-c-k-c0x00ffffff-no-rj,UCtwxuughKbSAV0e4bnz4ORg,https://www.youtube.com/channel/UCtwxuughKbSAV0e4bnz4ORg
CR_YT_0944,초마드 CHOMAD,@yt_ucvuwly4,YouTube,여행,여행리뷰,Korea,756000,90394,813546,1.71,4.0,25-44,Mixed,12951.0,12,상승,2026-04-11,없음,26,4.7,매크로,PPL,2026-06-13,22295,https://yt3.ggpht.com/ytc/AIdro_kOvt9wOxgQkO09TqXc3oBx6r4alOrnL6sp1gknN-wmnoI=s240-c-k-c0x00ffffff-no-rj,UCvuwlY4fWkWMuzRkj5MAK9Q,https://www.youtube.com/channel/UCvuwlY4fWkWMuzRkj5MAK9Q
CR_YT_0945,나몰라패밀리 핫쇼,@yt_uc0qkpvk,YouTube,엔터테인먼트,리액션,Korea,756000,372727,3354543,5.66,3.1,18-34,Mixed,13947.0,8,하락,2026-03-24,없음,16,5.0,매크로,브랜디드콘텐츠,2026-06-13,149982,https://yt3.ggpht.com/hmAXzmFYejTt2fflPXYOYkPQ2ReYbfP-HUnbJF-sHQ3GmuxtsJ9LkoJ9hwhEJ7wxxzsePNFhhQ=s240-c-k-c0x00ffffff-no-rj,UC0QKPVkRkvgupomhEYK1Uhw,https://www.youtube.com/channel/UC0QKPVkRkvgupomhEYK1Uhw
CR_YT_0946,베리의 헬로토이 Berry's Hellotoy,@yt_ucmmrxho,YouTube,엔터테인먼트,버라이어티,Korea,755000,478700,8137900,3.28,3.9,18-34,Mixed,12854.0,8,상승,2026-01-28,확인필요,9,3.5,매크로,브랜디드콘텐츠,2026-06-13,371260,https://yt3.ggpht.com/3S8Kzk-r8alhlfxcNu8UGww-KQCYYQrmjSJ9O-oPXOdmTqnrT6qIOf4bU6ESs3Fk0fyK9H3jD10=s240-c-k-c0x00ffffff-no-rj,UCMMRxhOov9iB3TI2SgDsbfw,https://www.youtube.com/channel/UCMMRxhOov9iB3TI2SgDsbfw
CR_YT_0947,코밈 KOMEME,@yt_uc9sjx0j,YouTube,엔터테인먼트,브이로그,Korea,755000,1612620,24189300,4.31,4.3,18-34,Mixed,13271.0,20,유지,2026-01-16,없음,20,5.0,매크로,브랜디드콘텐츠,2026-06-13,1091714,https://yt3.ggpht.com/UgsL51OjDxfpxrefhia-Cn2h-i56F3hZ1KjmwPDZ7o2diGp0NDVitkNbKRSGPXVXPV5hmBuW=s240-c-k-c0x00ffffff-no-rj,UC9sJx0j0AbtRQX55PTdsyJg,https://www.youtube.com/channel/UC9sJx0j0AbtRQX55PTdsyJg
CR_YT_0948,소윤Soyoon,@yt_ucc_voo8,YouTube,라이프스타일,일상,Korea,754000,230769,3923073,0.8,4.2,18-34,Mixed,12690.0,8,상승,2026-04-26,없음,28,4.7,매크로,PPL,2026-06-13,114467,https://yt3.ggpht.com/snwdvUvhzy_wbJbl-vGDYdsKfEigGqbVt0ZpTOwPl-z_409e0DSZ6DTlON-qGXYjZcA4p_ySb_c=s240-c-k-c0x00ffffff-no-rj,UCc_vOO8-XNMT8KmIVTEbt5g,https://www.youtube.com/channel/UCc_vOO8-XNMT8KmIVTEbt5g
CR_YT_0949,MACA & RONI - Funny Cartoon,@yt_ucp1c6c-,YouTube,엔터테인먼트,버라이어티,Korea,754000,2388059,33432826,5.6,3.7,18-34,Mixed,10343.0,2,상승,2026-04-22,없음,21,4.5,매크로,브랜디드콘텐츠,2026-06-13,884021,https://yt3.ggpht.com/sBeb16wiQkT-c7AVFb1tIJgzpbFz-v-4sCaAgbJX7P5vI-qBDEq-3dSb_8n-8-riT9BLJnMXcg=s240-c-k-c0x00ffffff-no-rj,UCp1C6c-KPAweNiXTCC02f-w,https://www.youtube.com/channel/UCp1C6c-KPAweNiXTCC02f-w
CR_YT_0950,지읒asmr,@yt_uc0jg_po,YouTube,라이프스타일,일상,Korea,753000,722610,11561760,2.04,3.7,18-34,Mixed,12245.0,16,상승,2026-05-26,없음,11,5.0,매크로,브랜디드콘텐츠,2026-06-13,487933,https://yt3.ggpht.com/LifZd43r9QdrHRqrVQiXsaoSuMVlOkVoJhO8iXtJ9ycPqAaUI0T7l2Y1nGNS4SoqGLHCyYl2Ow=s240-c-k-c0x00ffffff-no-rj,UC0JG_PODzBXS5bYs5uoONlw,https://www.youtube.com/channel/UC0JG_PODzBXS5bYs5uoONlw
CR_YT_0951,마지막 시간들,@yt_uc36kyy9,YouTube,뷰티,스킨케어,Korea,752000,2187,34992,3.23,4.0,18-34,Female,12570.0,16,하락,2026-04-02,없음,38,4.2,매크로,PPL,2026-06-13,1522,https://yt3.ggpht.com/BeBSZG-rOqqOxkYl9x0iPqB_YBpJ9YoZiL3LnYOPH1nIXKqJ-xBWOrHmsW-m534dD1Smgwnu1A=s240-c-k-c0x00ffffff-no-rj,UC36Kyy91DYFCB7RA_q077Jg,https://www.youtube.com/channel/UC36Kyy91DYFCB7RA_q077Jg
CR_YT_0952,핫스튜디오,@yt_uczrdcwj,YouTube,라이프스타일,브이로그,Korea,752000,556986,9468762,7.33,4.4,18-34,Mixed,13173.0,8,하락,2026-05-13,없음,32,4.7,매크로,PPL,2026-06-13,419727,https://yt3.ggpht.com/hWJE_c09pew7ocbhQso_5hn1XaVECv01lKvlmnzQ_mc7hu-BfIQ2JmjUT-vKIGkWiTLnl07D0Q=s240-c-k-c0x00ffffff-no-rj,UCzRDCwJdqSSRwI4BgojVkIw,https://www.youtube.com/channel/UCzRDCwJdqSSRwI4BgojVkIw
CR_YT_0953,달수네라이브,@yt_ucrdowcn,YouTube,피트니스,다이어트,Korea,752000,110126,1321512,4.49,2.2,25-44,Mixed,12409.0,12,유지,2026-04-02,확인필요,26,3.2,매크로,PPL,2026-06-13,33946,https://yt3.ggpht.com/FK9Og-v5k9B6M8a70FISQk1_ddD_CYtB-pw8LrdjrSy8guEHO8fV34-dVtT7_LFKE-3rTXlTQg=s240-c-k-c0x00ffffff-no-rj,UCRDowcnvz5ZVh-3NVAdfiqg,https://www.youtube.com/channel/UCRDowcnvz5ZVh-3NVAdfiqg
CR_YT_0954,김숙티비kimsookTV,@yt_ucvaewwp,YouTube,엔터테인먼트,리액션,Korea,752000,499306,4493754,1.76,2.9,18-34,Mixed,14011.0,12,하락,2026-06-08,없음,20,5.0,매크로,PPL,2026-06-13,196333,https://yt3.ggpht.com/ytc/AIdro_n0H9ya88w_O39s3WbC3ZsG5bYN_M0yaFW_Mq89TZ4ojXI=s240-c-k-c0x00ffffff-no-rj,UCvAewWPqooIUgQUsjhTmUVw,https://www.youtube.com/channel/UCvAewWPqooIUgQUsjhTmUVw
CR_YT_0955,백크 Baekk,@yt_ucugno83,YouTube,게임,게임플레이,Korea,752000,360255,2882040,7.63,3.7,18-34,Male,6610.0,4,상승,2026-02-05,확인필요,6,3.5,매크로,제품리뷰,2026-06-13,103960,https://yt3.ggpht.com/ytc/AIdro_nUIs2d1dvHefFbwRvgtthRHUO4VKfwF1NsRkMe7Vl6My8=s240-c-k-c0x00ffffff-no-rj,UCugNO83_V7xZLzCsjpABGeg,https://www.youtube.com/channel/UCugNO83_V7xZLzCsjpABGeg
CR_YT_0956,릴루렐루 LilluLellu,@yt_ucktou95,YouTube,엔터테인먼트,예능,Korea,751000,696517,7661687,6.37,4.8,18-34,Mixed,1557.0,16,하락,2026-01-19,없음,8,5.0,매크로,PPL,2026-06-13,276576,https://yt3.ggpht.com/ogSdBscnWqaJD3ty49NWgwZK90FgBo1xeqyLTZ0OHZ2pQV9AmgAYdSLuCy1EaiWKQufZl10ZeoU=s240-c-k-c0x00ffffff-no-rj,UCkTou95-Hb_GJ6IG5MxuyDA,https://www.youtube.com/channel/UCkTou95-Hb_GJ6IG5MxuyDA
CR_YT_0957,진자림 Jinjalim,@yt_ucu38cqt,YouTube,라이프스타일,브이로그,Korea,751000,608439,8518146,5.4,2.2,18-34,Mixed,4422.0,12,상승,2026-05-08,없음,35,4.7,매크로,PPL,2026-06-13,317642,https://yt3.ggpht.com/FpQ9AxaCxxye9Xaeb4Fa82IxlOTeE48JPlIsZfq6m3YuH8NIqs46GVvSF5dVefsB-OJSVzTP=s240-c-k-c0x00ffffff-no-rj,UCu38CqTttqEQFwVccmFPlyQ,https://www.youtube.com/channel/UCu38CqTttqEQFwVccmFPlyQ
CR_YT_0958,유후의 피아노래,@yt_uc-75---,YouTube,엔터테인먼트,브이로그,Korea,751000,531022,8496352,3.3,3.4,18-34,Mixed,1303.0,20,상승,2026-05-22,확인필요,19,3.5,매크로,브랜디드콘텐츠,2026-06-13,242902,https://yt3.ggpht.com/Ky0wYk1OrAsaCZQCwsofZ9oE7N0bbaASRNU56jpULD8jgTy_scQMHbJO-JqnJNA82daALPdMmQ=s240-c-k-c0x00ffffff-no-rj,UC-75---6clEI74Ra6DZNYbw,https://www.youtube.com/channel/UC-75---6clEI74Ra6DZNYbw
CR_YT_0959,A급 장영란,@yt_ucfvwxok,YouTube,엔터테인먼트,리액션,Korea,750000,698151,10472265,6.63,4.1,18-34,Mixed,2176.0,8,상승,2026-02-19,없음,32,4.7,매크로,PPL,2026-06-13,257093,https://yt3.ggpht.com/xBFxXARDPFBiAYPued9TCcoZwIQXbYfQANOHzheDAa_2OWu39VmwkNhPzzShHBo_-PAcQm_2cg=s240-c-k-c0x00ffffff-no-rj,UCfVWxOKzPwSZkEcxXmrH6yw,https://www.youtube.com/channel/UCfVWxOKzPwSZkEcxXmrH6yw
CR_YT_0960,형독방송,@yt_ucjdess5,YouTube,게임,e스포츠,Korea,749000,304740,3961620,0.96,2.7,18-34,Male,11338.0,12,하락,2026-01-04,없음,5,5.0,매크로,제품리뷰,2026-06-13,132789,https://yt3.ggpht.com/ytc/AIdro_mxXaPgErLAfey6DejfqB8OPuSwK8GZwowkPQd6h3lPrug=s240-c-k-c0x00ffffff-no-rj,UCJDEss5wA1ddrCBC40giO8A,https://www.youtube.com/channel/UCJDEss5wA1ddrCBC40giO8A
CR_YT_0961,트위티 (Tweety),@yt_ucx0zl5l,YouTube,라이프스타일,리뷰,Korea,749000,480961,9138259,0.96,2.2,18-34,Mixed,5055.0,8,하락,2026-03-16,없음,16,5.0,매크로,PPL,2026-06-13,266516,https://yt3.ggpht.com/etwYJ0-5GSNoqM0T5oZsq007nNVvzZbMjbUMOXNRAxJ6oN864X4YFq18I_lMpDher5euENwOQg=s240-c-k-c0x00ffffff-no-rj,UCx0ZL5ldCGMqkOGqyO1qOkw,https://www.youtube.com/channel/UCx0ZL5ldCGMqkOGqyO1qOkw
CR_YT_0962,인아짱 Inah Eats,@yt_ucv6m_9-,YouTube,엔터테인먼트,리액션,Korea,749000,151187,1511870,4.33,2.4,18-34,Mixed,8383.0,1,유지,2026-04-24,없음,9,4.0,매크로,브랜디드콘텐츠,2026-06-13,56659,https://yt3.ggpht.com/KKkLzbR45bxRZq3ke6bS2TSK3EY7fZvD26tWMdrwRAkry1nN6iB6Y_7nJslWWev4sjedmFfp=s240-c-k-c0x00ffffff-no-rj,UCV6M_9-J7nuf13Igxn-DNww,https://www.youtube.com/channel/UCV6M_9-J7nuf13Igxn-DNww
CR_YT_0963,핏더사이즈,@yt_uckwv0sc,YouTube,뷰티,뷰티리뷰,Korea,748000,162488,3087272,3.44,3.7,18-34,Female,4379.0,20,하락,2026-01-14,없음,20,5.0,매크로,제품리뷰,2026-06-13,93843,https://yt3.ggpht.com/ytc/AIdro_nlnrtH750xT2CLOLRSz0fSpnRF1sObSQmBOiJdJ286Hf8=s240-c-k-c0x00ffffff-no-rj,UCKWv0ScT6PpZcpg7ivUVWLA,https://www.youtube.com/channel/UCKWv0ScT6PpZcpg7ivUVWLA
CR_YT_0964,메탈카드봇TV,@yt_uciktger,YouTube,엔터테인먼트,버라이어티,Korea,748000,822898,10697674,6.14,3.9,18-34,Mixed,2488.0,4,하락,2026-05-22,없음,10,5.0,매크로,PPL,2026-06-13,474369,https://yt3.ggpht.com/YqGcL042jVlJGse1PnBnQolas_weKRDR-rRFJLxptnmMUKpXTX47liscm8jqD-ASWMgGFdoO-g=s240-c-k-c0x00ffffff-no-rj,UCIKTgeRySM8cQWFDGA7aC9g,https://www.youtube.com/channel/UCIKTgeRySM8cQWFDGA7aC9g
CR_YT_0965,123 GO! Korean,@yt_ucu-7sde,YouTube,엔터테인먼트,예능,Korea,745000,304709,3351799,6.3,4.4,18-34,Mixed,9924.0,1,유지,2026-05-08,없음,20,4.0,매크로,브랜디드콘텐츠,2026-06-13,87808,https://yt3.ggpht.com/ytc/AIdro_k97CeqeGDO2YCzfSwiL55BIW5V4f4IT33R_scXpx6KqA=s240-c-k-c0x00ffffff-no-rj,UCU-7SdeUYlujznoTRHDttew,https://www.youtube.com/channel/UCU-7SdeUYlujznoTRHDttew
CR_YT_0966,채코제 Channel Korean Jay,@yt_ucaoqdzp,YouTube,여행,여행브이로그,Korea,745000,489977,3919816,5.21,2.9,25-44,Mixed,9341.0,1,유지,2026-04-09,없음,8,4.0,매크로,PPL,2026-06-13,116184,https://yt3.ggpht.com/_TUg6ldPjNoC3KR2A8WApHzJZJaL0TEERN1ZdDYMWv4LwXpNI6Hvg4LUodUU5MtF1DnOagmSIwI=s240-c-k-c0x00ffffff-no-rj,UCaoqDZPllYXLAH_5OBRLLrw,https://www.youtube.com/channel/UCaoqDZPllYXLAH_5OBRLLrw
CR_YT_0967,뚝딱Tooktak,@yt_uckxvx8l,YouTube,푸드,먹방,Korea,744000,95541,1433115,2.15,2.6,18-34,Mixed,4925.0,8,하락,2026-06-05,확인필요,39,2.7,매크로,먹방협찬,2026-06-13,34924,https://yt3.ggpht.com/ytc/AIdro_k5OGtTXovJgug4HpdOplzPgC8saquh0Bmh8oZIwB2c5K4=s240-c-k-c0x00ffffff-no-rj,UCkxvX8lNP_TkiLde378oHUg,https://www.youtube.com/channel/UCkxvX8lNP_TkiLde378oHUg
CR_YT_0968,창배먹방 chang_bae,@yt_uclkumuh,YouTube,푸드,먹방,Korea,743000,175614,3512280,7.88,4.7,18-34,Mixed,5444.0,20,하락,2026-01-15,없음,18,5.0,매크로,제품리뷰,2026-06-13,155151,https://yt3.ggpht.com/ZRlvxXVrOM-7VSuSjI0ujvkIDr56e225XAH1Z1HrtT6wDBYlHTFIrKXC_L3raqNp5BeYRwLE2g=s240-c-k-c0x00ffffff-no-rj,UCLKUMuHePpmRMeRJ_Ldhd3w,https://www.youtube.com/channel/UCLKUMuHePpmRMeRJ_Ldhd3w
CR_YT_0969,앵쩡TV,@yt_ucq_2uzf,YouTube,푸드,먹방,Korea,743000,326633,6532660,3.6,4.2,18-34,Mixed,14101.0,16,유지,2026-02-11,없음,23,5.0,매크로,제품리뷰,2026-06-13,169075,https://yt3.ggpht.com/ytc/AIdro_mdUjiRT6azfePNrGMVXVkg2XJf28lRienpgPzXDi_mJ14=s240-c-k-c0x00ffffff-no-rj,UCQ_2Uzf0pXNBPkEaoNgvmUg,https://www.youtube.com/channel/UCQ_2Uzf0pXNBPkEaoNgvmUg
CR_YT_0970,LOTTE DUTY FREE,@yt_uco6u6ro,YouTube,엔터테인먼트,버라이어티,Korea,743000,410112,5741568,8.44,2.7,18-34,Mixed,14289.0,1,상승,2026-03-28,없음,22,4.0,매크로,PPL,2026-06-13,196578,https://yt3.ggpht.com/VA2-xriorv6bhyb0tyXHV65dNj9QZZuHwSzIWbtc7spjghJX988Oauv4YnAwxJyxhGOsWRUYbQ=s240-c-k-c0x00ffffff-no-rj,UCo6U6rOB3SriO8X9pN3DluA,https://www.youtube.com/channel/UCo6U6rOB3SriO8X9pN3DluA
CR_YT_0971,강 지,@yt_ucivfv8a,YouTube,게임,게임리뷰,Korea,742000,405529,6893993,5.42,3.1,18-34,Male,12249.0,16,하락,2026-03-20,없음,21,5.0,매크로,제품리뷰,2026-06-13,224335,https://yt3.ggpht.com/jRF5azs1vtU16pUJ0wzOo1I3TW9lB5jAST0IcuJYpcHgNa2KpR8LXgOVryWsaYJ8XRhpwtdq=s240-c-k-c0x00ffffff-no-rj,UCIVFv8AiQLqM9oLHTixrNYw,https://www.youtube.com/channel/UCIVFv8AiQLqM9oLHTixrNYw
CR_YT_0972,박승현,@yt_ucb2pim0,YouTube,피트니스,다이어트,Korea,742000,1015473,17263041,7.19,4.5,25-44,Mixed,629.0,8,상승,2026-06-13,확인필요,34,3.2,매크로,PPL,2026-06-13,668967,https://yt3.ggpht.com/4_C1Fh6tA8oVhILu2_apoE_hxWB7x6ji3aLXd1a-yjvwDEzc12y6xB8qWneNPCRYR0ufnHLU3Ms=s240-c-k-c0x00ffffff-no-rj,UCb2PIM0UHn-qGwXRST-Kcsw,https://www.youtube.com/channel/UCb2PIM0UHn-qGwXRST-Kcsw
CR_YT_0973,자몽티비,@yt_uchsnxa1,YouTube,게임,게임플레이,Korea,741000,280537,4488592,0.97,4.8,18-34,Male,1429.0,4,상승,2026-03-08,없음,40,4.2,매크로,스폰서십,2026-06-13,127549,https://yt3.ggpht.com/ytc/AIdro_nXZ8OEbsmBG2MnOwFwTRaaOyGOv-XrnAnQ6A5qDpaHFZw=s240-c-k-c0x00ffffff-no-rj,UCHsNxA14lzqnrm0mW7GQIXA,https://www.youtube.com/channel/UCHsNxA14lzqnrm0mW7GQIXA
CR_YT_0974,김치와 바게뜨 / Kimchi & Baguette,@yt_ucxgxty_,YouTube,라이프스타일,리뷰,Korea,740000,886075,13291125,5.54,2.4,18-34,Mixed,9992.0,12,상승,2026-05-29,없음,8,5.0,매크로,브랜디드콘텐츠,2026-06-13,349581,https://yt3.ggpht.com/HtJVFAVKCJL-YoEgWog-lHBdH3PtG306UTmPeLPqjAAjq3D5etSMgBPAD-kItdEVr4Za-yPV=s240-c-k-c0x00ffffff-no-rj,UCXGXTy_GDJAlRTk9ypTHNKQ,https://www.youtube.com/channel/UCXGXTy_GDJAlRTk9ypTHNKQ
CR_YT_0975,조코딩 JoCoding,@yt_ucqne2jm,YouTube,교육,정보,Korea,739000,96436,1253668,6.24,2.2,25-44,Mixed,734.0,16,유지,2026-06-03,없음,21,5.0,매크로,제품리뷰,2026-06-13,30479,https://yt3.ggpht.com/6gJoxwN9IQ3SlQIo1SibzhmwNLfxhX3t15zfQAGMxmV3Fi7aALzNayf2CzqhL5U6c2f4123G=s240-c-k-c0x00ffffff-no-rj,UCQNE2JmbasNYbjGAcuBiRRg,https://www.youtube.com/channel/UCQNE2JmbasNYbjGAcuBiRRg
CR_YT_0976,시바견 곰이탱이여우 Shiba GTY,@yt_ucx2larq,YouTube,라이프스타일,리뷰,Korea,739000,240384,2644224,1.12,3.3,18-34,Mixed,5224.0,12,유지,2026-01-19,없음,9,5.0,매크로,브랜디드콘텐츠,2026-06-13,83276,https://yt3.ggpht.com/9PlxFIxk5zFejLsqa2CfIoTnWbJxVjeCjku7rGEwD3dQzZX2XimH2sudxigiebvpHhq3AVNmkA=s240-c-k-c0x00ffffff-no-rj,UCX2laRqGQhqoChYmlaUgOiw,https://www.youtube.com/channel/UCX2laRqGQhqoChYmlaUgOiw
CR_YT_0977,추추의 한끼식사,@yt_uca_hpcv,YouTube,라이프스타일,일상,Korea,739000,1215277,21874986,2.76,2.1,18-34,Mixed,6418.0,12,유지,2026-06-09,없음,28,4.7,매크로,브랜디드콘텐츠,2026-06-13,728096,https://yt3.ggpht.com/uV9KKiDTQwt3oZveDGz6uhrzhI-5UE0YGg4Of49zHfiPkhITbI-WnVpe5GRoPBrskR4UqnBHrA=s240-c-k-c0x00ffffff-no-rj,UCA_HPCVwiZZNKqQpVJWEhxA,https://www.youtube.com/channel/UCA_HPCVwiZZNKqQpVJWEhxA
CR_YT_0978,한눈에 보는 세상 – Kurzgesagt,@yt_uc8rkcy_,YouTube,교육,정보,Korea,738000,592818,4742544,0.86,4.8,25-44,Mixed,3566.0,12,유지,2026-02-25,없음,6,5.0,매크로,스폰서십,2026-06-13,128399,https://yt3.ggpht.com/nrh_Nr4UG5bzup4WGXphCBxKTib5PSAVaQ25Rsv7UlXweCI2zR5xwUjQCYij-8CAvWwlTYzGUg=s240-c-k-c0x00ffffff-no-rj,UC8rKCy_tipwTEY3RdkNCKmw,https://www.youtube.com/channel/UC8rKCy_tipwTEY3RdkNCKmw
CR_YT_0979,한별Hanbyul,@yt_uc9gw47n,YouTube,뷰티,뷰티리뷰,Korea,737000,434782,6086948,0.76,4.2,18-34,Female,14400.0,8,상승,2026-05-18,없음,10,5.0,매크로,PPL,2026-06-13,260015,https://yt3.ggpht.com/iV8dETUQ6EnS_NuthnSq_WNj-qYrsuN8XzAmvWRjXVaPhR0up7nL5ZIMYcARtsK6une7RiDl=s240-c-k-c0x00ffffff-no-rj,UC9gW47NqzI1x7e8qsflvUUw,https://www.youtube.com/channel/UC9gW47NqzI1x7e8qsflvUUw
CR_YT_0980,흥미로운 이야기,@yt_uczirquu,YouTube,라이프스타일,일상,Korea,737000,354309,6731871,7.53,4.4,18-34,Mixed,8045.0,12,유지,2026-05-28,없음,35,4.7,매크로,PPL,2026-06-13,176121,https://yt3.ggpht.com/7XwGrJ4RFB-t5unX9h097AFKAKUujy_q8rcNJSw2ImIFhl_p-odEFuxX8E5adQigB7ICLBks=s240-c-k-c0x00ffffff-no-rj,UCzIrQUUq22Q-HJgtZLyXtvg,https://www.youtube.com/channel/UCzIrQUUq22Q-HJgtZLyXtvg
CR_YT_0981,캡틴따거 Captain Brother,@yt_uct_7uh4,YouTube,푸드,쿠킹,Korea,734000,275735,3308820,3.13,4.4,18-34,Mixed,11349.0,4,상승,2026-04-24,없음,19,5.0,매크로,먹방협찬,2026-06-13,147545,https://yt3.ggpht.com/QtUQRLkKCvAc8fLEBAbzpvKxyeL3qnIY3rOPzI8N8IjIaGs05rP2lcL2c43yfiBAOFCQlKJOVQ=s240-c-k-c0x00ffffff-no-rj,UCt_7uH4Igz0T_K3Qzbs1Wig,https://www.youtube.com/channel/UCt_7uH4Igz0T_K3Qzbs1Wig
